json_file,profile,site_mode,start_time,end_time,chars_typed,duration_s,computed_wpm,mean_iki_ms,std_iki_ms,median_iki_ms,min_iki_ms,max_iki_ms,backspace_count,backspace_rate,burst_fraction,autocorr_lag1,extracted_wpm,extracted_accuracy
run_20251202T101507_iter1.json,human_like,standard,2025-12-02T10:14:53.258985Z,2025-12-02T10:15:07.905579Z,56,7.827826976776123,85.84757966594222,137.3302978381776,60.01835981651146,136.78479194641113,4.974365234375,293.88928413391113,2,0.03571428571428571,0.03508771929824561,-0.07419583178904758,13.0,13.0
run_20251202T102057_iter1.json,human_like,standard,2025-12-02T10:20:42.115580Z,2025-12-02T10:20:57.855470Z,62,8.59080982208252,86.60417532321128,138.56144874326645,54.74248342085868,138.93485069274902,8.740663528442383,244.7640895843506,1,0.016129032258064516,0.016129032258064516,0.09654384779318691,9.0,9.0
run_20251202T102116_iter2.json,human_like,standard,2025-12-02T10:20:59.918397Z,2025-12-02T10:21:16.195167Z,71,9.566624164581299,89.05962911706894,131.04964609015477,59.32157969875138,131.4408779144287,8.030176162719727,226.74131393432617,3,0.04225352112676056,0.0410958904109589,-0.09560695415218307,7.0,7.0
run_20251202T102131_iter3.json,human_like,standard,2025-12-02T10:21:18.003675Z,2025-12-02T10:21:31.274895Z,41,5.754283666610718,85.50151999888959,143.85709166526794,51.24103198979509,147.4364995956421,51.0859489440918,222.1832275390625,0,0.0,0.0,0.05898528913142886,14.0,14.0
run_20251202T102150_iter4.json,human_like,standard,2025-12-02T10:21:33.126314Z,2025-12-02T10:21:50.297306Z,67,9.698739051818848,82.8973741539342,144.75729928087833,58.317614372936156,139.9993896484375,7.935762405395508,235.44931411743164,1,0.014925373134328358,0.014925373134328358,-0.0490634601490409,1.0,1.0
run_20251202T102206_iter5.json,human_like,standard,2025-12-02T10:21:52.103518Z,2025-12-02T10:22:06.723195Z,68,9.132518768310547,89.35103455045561,132.35534446826878,54.136280295302974,125.77486038208008,5.571842193603516,227.43701934814453,2,0.029411764705882353,0.028985507246376812,-0.1466229894539602,1.0,1.0
run_20251202T102220_iter6.json,human_like,standard,2025-12-02T10:22:08.504344Z,2025-12-02T10:22:20.227816Z,49,5.758205890655518,102.11513988310372,117.51440593174526,49.567050074026874,108.72960090637207,7.523536682128906,223.42300415039062,1,0.02040816326530612,0.02040816326530612,0.049136463215528337,12.0,12.0
run_20251202T102236_iter7.json,human_like,standard,2025-12-02T10:22:22.040518Z,2025-12-02T10:22:36.284501Z,61,8.59009313583374,85.21444278018916,140.8211989480941,59.773424939177545,151.27086639404297,7.458925247192383,230.10778427124023,1,0.01639344262295082,0.01639344262295082,-0.14056514206169346,3.0,3.0
run_20251202T102251_iter8.json,human_like,standard,2025-12-02T10:22:38.053839Z,2025-12-02T10:22:51.772730Z,55,7.753607749938965,85.12166481534939,143.58532870257343,49.84424699656612,141.2264108657837,47.395944595336914,217.8671360015869,0,0.0,0.0,0.06819794560458838,9.0,9.0
run_20251202T102307_iter9.json,human_like,standard,2025-12-02T10:22:53.601135Z,2025-12-02T10:23:07.054092Z,48,6.026504278182983,95.57779658187954,122.98988322822414,59.8017419889257,102.5080680847168,11.676311492919922,229.37774658203125,2,0.041666666666666664,0.04081632653061224,-0.05590149096106864,7.0,7.0
run_20251202T102321_iter10.json,human_like,standard,2025-12-02T10:23:08.834068Z,2025-12-02T10:23:21.059693Z,52,7.1068034172058105,87.80318848967667,139.34908661187865,50.98838958027112,139.39809799194336,52.2921085357666,229.47049140930176,0,0.0,0.0,0.034138737000534124,7.0,7.0
run_20251202T102336_iter11.json,human_like,standard,2025-12-02T10:23:22.868308Z,2025-12-02T10:23:36.060946Z,43,6.517329216003418,79.1735361063168,155.17450514293853,49.79110280241748,156.144380569458,59.897422790527344,226.45187377929688,0,0.0,0.0,0.022338615018621735,9.0,9.0
run_20251202T102351_iter12.json,human_like,standard,2025-12-02T10:23:37.872138Z,2025-12-02T10:23:51.627995Z,51,6.836813926696777,89.51538049181472,134.05517503327013,48.37629026602912,139.36281204223633,7.797002792358398,221.72045707702637,1,0.0196078431372549,0.0196078431372549,-0.15010652666689372,12.0,12.0
run_20251202T102408_iter13.json,human_like,standard,2025-12-02T10:23:53.434853Z,2025-12-02T10:24:08.517891Z,64,9.118996143341064,84.21979655741102,138.16660823244038,50.73962447399001,138.92102241516113,6.456136703491211,231.63366317749023,3,0.046875,0.045454545454545456,0.01096735781331043,6.0,6.0
run_20251202T102425_iter14.json,human_like,standard,2025-12-02T10:24:10.324676Z,2025-12-02T10:24:25.638631Z,59,7.506755590438843,94.31504615679256,127.23314560065835,54.455510528747425,111.6793155670166,6.934642791748047,228.4379005432129,1,0.01694915254237288,0.01694915254237288,-0.01006069500800731,4.0,4.0
run_20251202T102439_iter15.json,human_like,standard,2025-12-02T10:24:27.407977Z,2025-12-02T10:24:39.395608Z,48,6.5618860721588135,87.7796404365948,136.70595983664194,55.84783776795292,150.95925331115723,7.140874862670898,216.12024307250977,1,0.020833333333333332,0.020833333333333332,-0.061608604608689145,7.0,7.0
